"Claart","Desart","iva","Costo","CosPro","Ex","Min","Max","Clauni","Numcla","Clalin","Clapro","imp2","Estado","DescMax","BarCode","FecAltart","FecUltCom","FecUltven","AcuMon","Acucan","Peso","Precios","claubi","Equivale","poraum","descuenta","presenta","obsart","depto","despa","monfon","poruti","flete","fraccion","feccam","descuento","feccampre","Volumen","barcja","barpza","unitar","barfar","negar","especial","claalt","feccad","ubicacion","unaen","fecbaj","frical","claproser","claunidsat","clafam","pteorico","numuser","nusermod","objimp"
"0644182-185","Cadena plastico color 8mm","16","16.7832","15.59915","42.05","0","0","4","31","6","THE7911","0","yes","0","44186","29/11/13","10/02/23","","-12.5","-5","0","25.95802","0","0","0","yes","","","no","no","0","0","0","no","10/02/23","0","","0","000000","","0","","no","no","","","","","","no","31151600","LM","0","0","0","0","02"
"0644191","Cadena tipo Victor 2.3 mm 44191","16","8.02667","8.02667","54","0","0","5","31","6","THE7911","0","yes","0","44191","04/09/14","15/05/21","","-6.9","-12","0","12.41458","0","0","0","yes","","","no","no","0","0","0","no","15/05/21","0","","0","000000","","0","","no","no","","","","","","no","31151600","H87","0","0","0","0","02"
"0644213","Cable de acero 7x19 1/4 cod. 44213","16","13.13453","13.13453","144.7","1600","1600","4","27","6","THE7911","0","yes","0","","28/07/23","18/10/23","","0","0","0","20.31474","0","0","0","yes","","","no","no","0","0","0","no","18/10/23","0","","600","","","0","","no","no","","","","","","no","31151505","MTR","0","0","0","0","02"
"0644241","Abrazadera sin fin #32 44241","16","6.50163","6.39331","106","32","48","5","27","6","THE7911","0","yes","0","","30/03/15","25/11/22","","-26.29","-8","0","10.05585","0","0","0","yes","","","no","no","0","0","0","no","25/11/22","0","","15","000000","","0","","no","no","","","","","","no","31162900","H87","0","0","0","0","02"
"0644242","Abrazadera sin fin #36 44242","16","6.85917","6.69943","90","80","80","5","27","6","THE7911","0","yes","0","44242","02/07/12","07/10/23","","-139.65","-512","0","10.60885","0","0","0","yes","","","no","no","0","0","0","no","07/10/23","0","","30","000000","","0","","no","no","","","","","","no","31162900","H87","0","0","0","0","02"
"0644243","Abrazadera sin fin #40 44243","16","8.6105","8.17885","107","16","80","5","27","6","THE7911","0","yes","0","","30/03/15","07/10/23","","-25.87","-42","0","13.31757","0","0","0","yes","","","no","no","0","0","0","no","07/10/23","0","","18","000000","","0","","no","no","","","","","","no","31162900","H87","0","0","0","0","02"
"0644245","Abrazadera sin fin #48 44245","16","8.6105","8.11276","108","16","16","5","27","6","THE7911","0","yes","0","","11/03/21","25/11/22","","0","0","0","13.31757","0","0","0","yes","","","no","no","0","0","0","no","25/11/22","0","","6","","","0","","no","no","","","","","","no","31162900","H87","0","0","0","0","02"
"0644247","Abrazadera sin fin # 56","16","9.48625","9.48686","100","0","0","5","27","6","THE7911","0","yes","0","","21/04/15","25/11/22","","0","0","0","14.67207","0","0","0","yes","","","no","no","0","0","0","no","25/11/22","0","","0","000000","","0","","no","no","","","","","","no","31162900","H87","0","0","0","0","02"
"0644248","Abrazadera sin fin # 60","16","10.836","10.87192","105","40","40","5","27","6","THE7911","0","yes","0","","01/06/15","25/11/22","","0","0","0","16.75968","0","0","0","yes","","","no","no","0","0","0","no","25/11/22","0","","15","000000","","0","","no","no","","","","","","no","31162900","H87","0","0","0","0","02"
"0644250","Abrazadera sin fin #72 44250","16","10.85787","10.85787","50","0","0","5","0","0","THE7911","0","yes","0","","10/06/22","17/06/22","","0","0","0","16.79351","0","0","0","yes","","","no","no","0","0","0","no","17/06/22","0","","0","000000","","0","","no","no","","","","","","no","31162900","H87","0","0","0","0","02"
"0644251","Abrazadera Sin Fin #80 44251","16","12.119","12.116","26","0","0","5","0","0","THE7911","0","yes","0","","08/04/21","26/08/22","","0","0","0","18.74405","0","0","0","yes","","","no","no","0","0","0","no","26/08/22","0","","0","","","0","","no","no","","","","","","no","31162414","H87","0","0","0","0","02"
"0644255","Abrazadera sin fin #3 44255","16","2.5539","2.4993","179","0","0","5","0","0","THE7911","0","yes","0","44255","29/03/19","07/10/23","","0","0","0","3.95003","0","0","0","yes","","","no","no","0","0","0","no","07/10/23","0","","0","","","0","","no","no","","","","","","no","31162414","H87","0","0","0","0","02"
"0644300","Cincho plastico truper 100 mm","16","10.216","10.216","20","0","0","5","27","6","THE7911","0","yes","0","","30/07/12","29/09/23","","-16.81","-7","0","15.80075","0","0","0","yes","","","no","no","0","0","0","no","29/09/23","0","","0","000000","","0","","no","no","","","","","","no","31162814","H87","0","0","0","0","02"
"0644300C","Cincho 100mm 44300","16","10.21575","10.21582","53","0","0","5","0","0","THE7911","0","yes","0","","19/04/23","25/08/23","","-13.79","-1","0","15.80036","0","0","0","yes","","","no","no","0","0","0","no","25/08/23","0","","0","","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0644301","Cincho 150 mm 44301","16","14.594","14.59393","45","0","0","5","0","0","THE7911","0","yes","0","","19/04/23","25/08/23","","0","0","0","22.57205","0","0","0","yes","","","no","no","0","0","0","no","25/08/23","0","","0","","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0644302","Cincho plastIco 200 mm","16","20.4315","20.4315","1","0","0","5","27","6","THE7911","0","yes","0","44322","30/07/12","29/04/22","","-78.24","-404","0","31.60072","0","0","0","yes","","","no","no","0","0","0","no","29/04/22","0","","0","000000","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0644308","Cincho plastico 300mm Bco  44308","16","30.6475","29.64151","33","0","0","5","27","6","THE7911","0","yes","0","","03/06/19","13/05/23","","-36.21","-1","0","47.40147","0","0","0","yes","","","no","no","0","0","0","no","13/05/23","0","","0","","","0","","no","no","","","","","","no","31162814","H87","0","0","0","0","02"
"0644309","Cincho plastico truper 350 mm","16","19.702","19.49453","34","24","24","5","27","6","THE7911","0","yes","0","","30/07/12","25/08/23","","-57.76","-10","0","30.47243","0","0","0","yes","","","no","no","0","0","0","no","25/08/23","0","","9","000000","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0644310","Cincho plastico 400 mm","16","21.891","21.26557","28","0","0","5","27","6","THE7911","0","yes","0","44330","23/08/13","07/07/23","","-32.12","-53","0","33.85808","0","0","0","yes","","","no","no","0","0","0","no","07/07/23","0","","0","000000","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0644311","Cincho plastico 500 mm","16",".9339",".9339","0","0","0","5","27","6","THE7911","0","yes","0","","07/10/14","29/01/20","","-1.29","-25","0","1.44443","0","0","0","yes","","","no","no","0","0","0","no","16/06/15","0","","0","000000","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0644322","Cincho plástico 200 mm negro cod 0644322","16","20.4315","20.4315","185","8","8","5","0","0","THE7911","0","yes","0","0644322","10/04/23","14/10/23","","0","0","0","31.60072","0","0","0","yes","","","no","no","0","0","0","no","14/10/23","0","","3","","","0","","no","no","","","","","","no","31162814","H87","0","0","0","0","02"
"0644323","Cincho Plastico 40lb 15cm Negro  44323","16","13.1345","13.10074","12","8","16","5","0","0","THE7911","0","yes","0","","11/02/19","10/04/23","","-17.67","-1","0","20.31469","0","0","0","yes","","","no","no","0","0","0","no","10/04/23","0","","3.6","","","0","","no","no","","","","","","no","31162814","H87","0","0","0","0","02"
"0644328","Cincho plastico 300 mm Ngo","16","30.6475","30.52119","69","8","8","5","27","6","THE7911","0","yes","0","","30/12/13","09/11/23","","-41.81","-51","0","47.40147","0","0","0","yes","","","no","no","0","0","0","no","09/11/23","0","","3","000000","","0","","no","no","","","","","","no","10141609","H87","0","0","0","0","02"
"0644330","Cincho plástico 400 mm negro cod 0644330","16","21.891","21.891","91","8","16","5","0","0","THE7911","0","yes","0","0644330","10/04/23","23/06/23","","0","0","0","33.85808","0","0","0","yes","","","no","no","0","0","0","no","23/06/23","0","","4.5","","","0","","no","no","","","","","","no","31162814","H87","0","0","0","0","02"
"064434","Acoplador p/válvula de llenado  3/4","16","120.617","120.80417","9","8","8","5","0","6","THE7911","0","yes","0","","05/05/22","22/12/22","","-176.72","-1","0","186.55429","0","0","0","yes","","","no","no","0","0","0","no","22/12/22","0","","3","","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0644345","Pija multiusos #8 x1 1/2 44345","16",".18973",".18911","3004","400","400","5","2","6","THE7911","0","yes","0","","19/10/20","22/09/23","","-1.3","-570","0",".29345","0","0","0","yes","","","no","no","0","0","0","no","22/09/23","0","","150","","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0644347","Pija multiusos 8x2 44347","16",".25539",".25526","2276","4000","4000","5","0","0","THE7911","0","yes","0","","24/06/22","22/09/23","","-.34","-100","0",".395","0","0","0","yes","","","no","no","0","0","0","no","22/09/23","0","","1500","000000","","0","","no","no","","","","","","no","27112157","H87","0","0","0","0","02"
"0644350","Pija multiusos # 10 2 44350","16",".31377",".44733","4538","272","272","5","0","6","THE7911","0","yes","0","","26/01/21","17/08/23","","-1.72","-4700","0",".4853","0","0","0","yes","","","no","no","0","0","0","no","17/08/23","0","","102","","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0644351","Pija multiusos # 10 2 1/2 44351","16",".40133",".40133","3780","0","0","5","0","0","THE7911","0","yes","0","","30/03/21","01/02/23","","-.56","-100","0",".62072","0","0","0","yes","","","no","no","0","0","0","no","01/02/23","0","","0","","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0644357","Cono Base p/Tubo de Calentador Solar 58 mm","16","3.6485","3.6485","0","0","0","5","0","0","THE7911","0","yes","0","","13/05/20","13/05/20","","0","0","0","5.64301","0","0","0","yes","","","no","no","0","0","0","no","13/05/20","0","","0","","","0","","no","no","","","","","","no","31162800","H57","0","0","0","0","02"
"0644376","Armella cerrada 23x110","16","2.52","1.9103","399","0","0","5","2","6","PIM78","0","yes","0","44376","20/08/15","18/09/23","","-1.29","-10","0","3.8976","0","0","0","yes","","","no","no","0","0","0","no","18/09/23","0","","0","000000","","0","","no","no","","","","","","no","31161600","H87","0","0","0","0","02"
"0644378","Armella 18x50 abierta","16",".53944",".35702","222","70","70","5","27","6","PIM78","0","yes","0","44378","12/12/13","22/10/22","","0","0","0",".83433","0","0","0","yes","","","no","no","0","0","0","no","22/10/22","0","","20","000000","","0","","no","no","","","","","","no","31161600","H87","0","0","0","0","02"
"0644381","Armella Abierta 21x80","16","1.18833","1.18051","367","0","0","5","27","6","PIM78","0","yes","0","44381","01/06/12","18/09/23","","-2.77","-10","0","1.83795","0","0","0","yes","","","no","no","0","0","0","no","18/09/23","0","","0","000000","","0","","no","no","","","","","","no","31161600","H87","0","0","0","0","02"
"0644383","Armella Abierta 23x110","16","2.95","2.59243","252","70","70","5","27","6","PIM78","0","yes","0","44383","01/06/12","22/10/22","","-6.03","-20","0","4.56267","0","0","0","yes","","","no","no","0","0","0","no","22/10/22","0","","20","000000","","0","","no","no","","","","","","no","31161600","H87","0","0","0","0","02"
"0644395","Rodaja esferica 40mm con espiga","16","15.45972","15.47576","37","0","0","5","27","6","THE7911","0","yes","0","","08/09/20","13/05/23","","0","0","0","23.91103","0","0","0","yes","","","no","no","0","0","0","no","13/05/23","0","","0","","","0","","no","no","","","","","","no","31162700","H87","0","0","0","0","02"
"0644396","Rodaja esferica 50mm con espiga","16","16.05","16.05","14","0","0","5","27","6","","0","yes","0","","14/10/20","15/02/21","","0","0","0","24.824","0","0","0","yes","","","no","no","0","0","0","no","13/02/21","0","","0","","","0","","no","no","","","","","","no","31162700","H87","0","0","0","0","02"
"0644412","Pija 8x1/2","16",".17",".14862","2500","140","140","5","27","6","TME05","0","yes","0","","22/11/12","17/08/21","","-.66","-2045","0",".26293","0","0","0","yes","","","no","no","0","0","0","no","17/08/21","0","","40","000000","","0","","no","no","","","","","","no","27112157","H87","0","0","0","0","02"
"0644440","Bola de arrastre para remolque 2 44440","16","91.2125","90.4825","10","0","0","5","27","6","THE7911","0","yes","0","","28/07/22","31/08/23","","0","0","0","141.07533","0","0","0","yes","","","no","no","0","0","0","no","31/08/23","0","","0","","","0","","no","no","","","","","","no","27113100","H87","0","0","0","0","02"
"0644441","Bola de arrastre para remolque 1 7/8 44441","16","75.5225","75.5225","4","0","0","5","27","6","THE7911","0","yes","0","","28/07/22","05/08/22","","0","0","0","116.80813","0","0","0","yes","","","no","no","0","0","0","no","05/08/22","0","","0","","","0","","no","no","","","","","","no","27113100","H87","0","0","0","0","02"
"0644442","Acoplador para bola-35","16","215.26","215.26","2","0","0","5","27","6","THE7911","0","yes","0","","12/12/13","04/08/22","","0","0","0","332.93547","0","0","0","yes","","","no","no","0","0","0","no","04/08/22","0","","0","000000","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0644443","Acoplador para bola-2000LB 44443","16","134.6275","134.6275","2","0","0","5","27","6","THE7911","0","yes","0","","28/07/22","05/08/22","","-169.83","-1","0","208.22387","0","0","0","yes","","","no","no","0","0","0","no","05/08/22","0","","0","","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0644470","Alambre galv c-22","16","50.7435","45.75322","30","0","0","1","29","6","THE7911","0","yes","0","","24/04/13","28/01/23","","-32.76","-1","0","78.48328","0","0","0","yes","","","no","no","0","0","0","no","28/01/23","0","","0","000000","","0","","no","no","","","","","","no","30264700","KGM","0","0","0","0","02"
"0644476","Diablo truper 200kg 44476","16","848.21","848.21","1","0","0","5","24","6","THE7911","0","yes","0","44476","26/04/22","28/07/23","","0","0","0","1311.89813","0","0","0","yes","","","no","no","0","0","0","no","28/07/23","0","","0","","","0","","no","no","","","","","","no","22101528","H87","0","0","0","0","02"
"0644477","Diablo truper 300kg","16","1003.85","1003.85","1","0","0","5","2","6","THE7911","0","yes","0","44477","14/07/15","28/07/23","","0","0","0","1552.62133","0","0","0","yes","","","no","no","0","0","0","no","28/07/23","0","","0","000000","","0","","no","no","","","","","","no","22101528","H87","0","0","0","0","02"
"0644478","Diablo truper 400kg","16","968.37","968.37","1","0","0","5","24","6","THE7911","0","yes","0","44478","24/02/15","19/01/22","","0","0","0","1497.7456","0","0","0","yes","","","no","no","0","0","0","no","19/01/22","0","","0","000000","","0","","no","no","","","","","","no","22101528","H87","0","0","0","0","02"
"0644485","Mecate Cuerda de polipropileno de 6 mm (1/4) 44485","16","1.39284","1.39284","840","0","0","4","0","0","THE7911","0","yes","0","","16/08/23","23/08/23","","0","0","0","2.15426","0","0","0","yes","","","no","no","0","0","0","no","23/08/23","0","","0","","","0","","no","no","","","","","","no","31151503","LM","0","0","0","0","02"
"0644486","Mecate Cuerda de polipropileno de 8 mm( 5/16)","16","3.76885","3.28193","420.05","160","160","4","0","0","THE7911","0","yes","0","44486","01/04/16","17/08/23","","-80.96","-209.96","0","5.82915","0","0","0","yes","","","no","no","0","0","0","no","17/08/23","0","","60","000000","","0","","no","no","","","","","","no","31151503","LM","0","0","0","0","02"
