"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncar","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","Numuser","Refori","impreso","metpagele","bancosele","cuentaele","imprcan","Tpeso","usocfdi","periodo","mes","ano","objimp","version"
"MRSZI046","17/12/22","37.44","yes","32.28","0","0","0","16","0","0","3458183","ZINC1054","ZI076502","","0","no","07","0","50758","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"EALS741","17/12/22","392","yes","337.93","0","0","0","16","0","0","3458186","ZINC1055","ZI076501","","0","no","307","0","50782","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MERG68","20/12/22","40.8","yes","35.17","0","0","0","16","0","0","3462538","ZINC1056","ZI076734","","0","no","07","0","32492","","00001000000505967194","2015","1","43","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEPJ79","20/12/22","124.8","yes","107.59","0","0","0","16","0","0","3464320","ZINC1057","ZI076669","","0","no","307","0","45919","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","20/12/22","8610","yes","7422.41","0","0","0","16","0","0","3464323","ZINC1058","ZI076714","","0","no","13","0","45965","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","21/12/22","313.6","yes","270.34","0","0","0","16","0","0","3466673","ZINC1059","ZI076818","","0","no","48","0","32016","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","21/12/22","249.4","yes","215","0","0","0","16","0","0","3466676","ZINC1060","ZI076812","","0","no","48","0","32034","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","21/12/22","37.8","yes","32.59","0","0","0","16","0","0","3466679","ZINC1061","ZI076811","","0","no","48","0","32053","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"LOMM64","21/12/22","68.82","yes","59.33","0","0","0","16","0","0","3466179","ZINC1062","ZI076808","","0","no","48","0","32070","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","23/12/22","5.4","yes","4.66","0","0","0","16","0","0","3474929","ZINC1063","ZI076878","","0","no","07","0","44040","","00001000000505967194","2015","1","153","","no","04-Tarjeta de crédito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","23/12/22","33.99","yes","29.3","0","0","0","16","0","0","3474932","ZINC1064","ZI076925","","0","no","72","0","44062","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI21","23/12/22","121.6","yes","104.83","0","0","0","16","0","0","3475182","ZINC1065","ZI076969","","0","no","152","0","44097","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","24/12/22","984","yes","848.28","0","0","0","16","0","0","3477569","ZINC1066","ZI077084","","0","no","07","0","46675","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","27/12/22","331.78","yes","286.02","0","0","0","16","0","0","3482497","ZINC1067","ZI077047","","0","no","306","0","42942","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","27/12/22","39.6","yes","34.14","0","0","0","16","0","0","3482505","ZINC1068","ZI077038","","0","no","48","0","42994","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","29/12/22","149.76","yes","129.1","0","0","0","16","0","0","3490862","ZINC1069","ZI077289","","0","no","314","0","55313","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","29/12/22","40","yes","34.48","0","0","0","16","0","0","3490866","ZINC1070","ZI077281","","0","no","314","0","55332","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","29/12/22","46.48","yes","40.07","0","0","0","16","0","0","3490870","ZINC1071","ZI077152","","0","no","07","0","55363","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","29/12/22","98","yes","84.48","0","0","0","16","0","0","3490882","ZINC1072","ZI077222","","0","no","117","0","55380","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","29/12/22","122.76","yes","105.83","0","0","0","16","0","0","3490885","ZINC1073","ZI077177","","0","no","314","0","55396","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","29/12/22","14.4","yes","12.41","0","0","0","16","0","0","3490888","ZINC1074","ZI077210","","0","no","117","0","55416","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MATR","29/12/22","174.72","yes","150.62","0","0","0","16","0","0","3490892","ZINC1075","ZI077173","","0","no","306","0","55434","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","02/01/23","164.5","yes","141.81","0","0","0","16","0","0","3499493","ZINC1076","ZI077383","","0","no","13","0","56084","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"VICL78","02/01/23","31.68","yes","27.31","0","0","0","16","0","0","3499502","ZINC1077","ZI077352","","0","no","07","0","56108","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","02/01/23","108.41","yes","93.46","0","0","0","16","0","0","3499505","ZINC1078","ZI077409","","0","no","306","0","56124","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","02/01/23","19.2","yes","16.55","0","0","0","16","0","0","3499558","ZINC1079","ZI077410","","0","no","48","0","56142","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","02/01/23","25.65","yes","22.11","0","0","0","16","0","0","3499561","ZINC1080","ZI077523","","0","no","306","0","56157","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","02/01/23","37.26","yes","32.12","0","0","0","16","0","0","3499564","ZINC1081","ZI077492","","0","no","314","0","56171","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"AEEM87","02/01/23","62","yes","53.45","0","0","0","16","0","0","3499567","ZINC1082","ZI077525","","0","no","306","0","56202","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","02/01/23","317.6","yes","273.79","0","0","0","16","0","0","3499570","ZINC1083","ZI077456","","0","no","07","0","56228","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","02/01/23","253.68","yes","218.69","0","0","0","16","0","0","3499573","ZINC1084","ZI077449","","0","no","07","0","56246","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","02/01/23","223.75","yes","192.89","0","0","0","16","0","0","3499576","ZINC1085","ZI077324","","0","no","72","0","56264","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","03/01/23","15.84","yes","13.66","0","0","0","16","0","0","3503088","ZINC1086","ZI077542","","0","no","07","0","54828","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"AATF77","03/01/23","2838","yes","2446.55","0","0","0","16","0","0","3503091","ZINC1087","ZI077555","","0","no","306","0","54863","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","05/01/23","332.64","yes","286.76","0","0","0","16","0","0","3503706","ZINC1088","ZI077607","","0","no","314","0","58900","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","07/01/23","117.76","yes","101.52","0","0","0","16","0","0","3515778","ZINC1089","ZI077731","","0","no","312","0","40948","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS650","07/01/23","105.6","yes","91.03","0","0","0","16","0","0","3515781","ZINC1090","ZI077744","","0","no","152","0","40974","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","07/01/23","110","yes","94.83","0","0","0","16","0","0","3515784","ZINC1091","ZI077750","","0","no","314","0","40994","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","07/01/23","361.92","yes","312","0","0","0","16","0","0","3515769","ZINC1092","ZI077766","","0","no","306","0","41013","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","07/01/23","9.6","yes","8.28","0","0","0","16","0","0","3515772","ZINC1093","ZI077812","","0","no","48","0","41031","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"VILJ75","07/01/23","133.2","yes","114.83","0","0","0","16","0","0","3515808","ZINC1094","ZI077816","","0","no","48","0","41047","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","07/01/23","68","yes","58.62","0","0","0","16","0","0","3515811","ZINC1095","ZI077819","","0","no","48","0","41063","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","07/01/23","185.6","yes","160","0","0","0","16","0","0","3515814","ZINC1096","ZI077838","","0","no","07","0","41079","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","07/01/23","20.37","yes","17.56","0","0","0","16","0","0","3515817","ZINC1097","ZI077841","","0","no","07","0","41096","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","07/01/23","15","yes","12.93","0","0","0","16","0","0","3516524","ZINC1098","ZI077760","","0","no","248","0","47769","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","07/01/23","196.04","yes","169","0","0","0","16","0","0","3516527","ZINC1099","ZI077636","","0","no","306","0","47786","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"FEED76","07/01/23","41.44","yes","35.72","0","0","0","16","0","0","3516530","ZINC1100","ZI077646","","0","no","314","0","47801","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"RAGA820","11/01/23","25","yes","21.55","0","0","0","16","0","0","3525423","ZINC1101","ZI078010","","0","no","117","0","45183","","00001000000505967194","2015","1","153","","no","04-Tarjeta de crédito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","11/01/23","1170","yes","1008.62","0","0","0","16","0","0","3525440","ZINC1102","ZI078006","","0","no","07","0","45202","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"LOMM64","11/01/23","223.98","yes","193.09","0","0","0","16","0","0","3525449","ZINC1103","ZI078000","","0","no","48","0","45221","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","11/01/23","70.4","yes","60.69","0","0","0","16","0","0","3525453","ZINC1104","ZI077993","","0","no","48","0","45265","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","13/01/23","10.8","yes","9.31","0","0","0","16","0","0","3533260","ZINC1105","ZI078169","","0","no","48","0","55188","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"GASC76","13/01/23","2831.4","yes","2440.86","0","0","0","16","0","0","3533263","ZINC1106","ZI078127","","0","no","13","0","55221","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","13/01/23","204.88","yes","176.62","0","0","0","16","0","0","3533266","ZINC1107","ZI078120","","0","no","117","0","55246","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
