"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncre","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","ocurre","numuser","observa","frem","pagada","nusercan","paga","enviado"
"RODH66","14/11/18","1620","yes","1396.55","0","0","0","16","0","0","743851","00003761","ZI011123","F","0","no","107","0","40633","VALE: 0371 // OBRA: ILUMINACION DE BODEGA CEDIS //","","0","10","no","0","VALE: 0371 // OBRA: ILUMINACION DE BODEGA CEDIS //","no","no","0","",""
"MRS2157","15/11/18","1325","yes","1142.24","0","0","0","16","0","0","744936","00003762","ZI013775","F","0","no","107","0","38699","ENVIAR AOBRA:EN CALLE SAN AGUSTIN //","","0","10","no","0","ENVIAR AOBRA:EN CALLE SAN AGUSTIN //","no","no","0","",""
"RODH66","15/11/18","20","yes","17.24","0","0","0","16","0","0","745003","00003763","ZI004797","F","0","no","107","0","41660","vale: 372 // obra: iluminacion bodega CEDIS//","","0","10","no","0","vale: 372 // obra: iluminacion bodega CEDIS//","no","no","0","",""
"RODH66","15/11/18","2523.5","no","2175.43","0","0","0","16","0","0","745094","00003764","ZI011123","F","0","no","107","0","46444","vale:                 // obra: fabrica de Hielo //","","0","10","no","0","vale:                 // obra: fabrica de Hielo //","no","no","0","",""
"MRS2157","16/11/18","3140","yes","2706.9","0","0","0","16","0","0","745727","00003765","ZI013775","F","0","no","107","0","31813","enviar aobra en calle san aggustin // recibe: trabajadores //","","0","10","no","0","enviar aobra en calle san aggustin // recibe: trabajadores //","no","no","0","",""
"RODH66","16/11/18","148.35","yes","127.89","0","0","0","16","0","0","746489","00003766","ZI011123","F","0","no","107","0","44580","VALE: 387 // OBRA: FABRICA DE HIELO //","","0","10","no","0","VALE: 387 // OBRA: FABRICA DE HIELO //","no","no","0","",""
"RODH66","16/11/18","2523.5","yes","2175.43","0","0","0","16","0","0","746503","00003767","ZI011123","F","0","no","107","0","45226","VALE: 383// OBRA: ILUMINACION EN BODEGA DE CEDIS // RECIBE: MARCOS // SUSTITUYE: 3764","","0","10","no","0","VALE: 383// OBRA: ILUMINACION EN BODEGA DE CEDIS // RECIBE: MARCOS // SUSTITUYE: 3764","no","no","0","",""
"RODH66","16/11/18","184.56","yes","159.1","0","0","0","16","0","0","746537","00003768","ZI011123","F","0","no","107","0","47485","VALE: 389 // OBRA: MANTENIMIENTO DE BAÑOS CEDIS //","","0","10","no","0","VALE: 389 // OBRA: MANTENIMIENTO DE BAÑOS CEDIS //","no","no","0","",""
"RODH66","16/11/18","1620","yes","1396.55","0","0","0","16","0","0","746554","00003769","ZI011123","F","0","no","107","0","47570","VALE: 0390 -----  OBRA: ILUMINACION ZONA INDUSTRIAL //","","0","10","no","0","VALE: 0390 -----  OBRA: ILUMINACION ZONA INDUSTRIAL //","no","no","0","",""
"MRS2157","16/11/18","5600","yes","4827.59","0","0","0","16","0","0","746589","00003770","ZI013775","F","0","no","107","0","50064","ENVIAR A OBRA EN CALLE SAN AGUSTIN // RECIBE: TRABAJDORES //","","0","10","no","0","ENVIAR A OBRA EN CALLE SAN AGUSTIN // RECIBE: TRABAJDORES //","no","no","0","",""
"RODH66","17/11/18","232.2","no","200.17","0","0","0","16","0","0","747105","00003771","ZI004797","F","0","no","107","0","38745","VALE:               ///     OBRA: ILUMINACION DE CEDIS   ///","","0","10","no","0","VALE:               ///     OBRA: ILUMINACION DE CEDIS   ///","no","no","0","",""
"MRS2157","22/11/18","11200","yes","9655.17","0","0","0","16","0","0","750767","00003772","ZI013775","F","0","no","107","0","46908","ENVIAR A OBRA: DE CALLE SAN AGUSTIN//","","0","10","no","0","ENVIAR A OBRA: DE CALLE SAN AGUSTIN//","no","no","0","",""
"MRS2157","23/11/18","5000","yes","4310.34","0","0","0","16","0","0","751737","00003773","ZI013775","F","0","no","107","0","39295","enviar a obra. en calle san agustin // recibe: trabajadores //","","0","10","no","0","enviar a obra. en calle san agustin // recibe: trabajadores //","no","no","0","",""
"RODH66","24/11/18","74.36","yes","64.1","0","0","0","16","0","0","753164","00003774","ZI004797","F","0","no","107","0","46356","vale: 408 // obra: Fabrica Hielo // recibe: trabajadores //","","0","10","no","0","vale: 408 // obra: Fabrica Hielo // recibe: trabajadores //","no","no","0","",""
"RODH66","24/11/18","299.25","yes","257.97","0","0","0","16","0","0","753227","00003775","ZI011123","F","0","no","107","0","46851","vale: 407 // obra: iluminacion bodega CEDIS // recibe: trabajadores //","","0","10","no","0","vale: 407 // obra: iluminacion bodega CEDIS // recibe: trabajadores //","no","no","0","",""
"RODH66","24/11/18","97.29","yes","83.87","0","0","0","16","0","0","753653","00003776","ZI004797","F","0","no","107","0","51206","vale: 416 // obra: fabrica de hielo conexiones // recibe:trabajadores //","","0","10","no","0","vale: 416 // obra: fabrica de hielo conexiones // recibe:trabajadores //","no","no","0","",""
"MRS2897","26/11/18","24150","yes","20818.97","0","0","0","16","0","0","754020","00003777","ZI016464","F","0","no","107","0","41400","enviar a: priv los moreno s/n col ojo de agua entre la iglesia y la escuela frente al deposito con el sr  Ruben Chavez  // tel: 4888833987","","0","10","no","0","enviar a: priv los moreno s/n col ojo de agua entre la iglesia y la escuela frente al deposito con el sr  Ruben Chavez  // tel: 4888833987","no","no","0","",""
"PAP07","27/11/18","45000","yes","38793.1","0","0","0","16","0","0","755441","00003778","ZI003646","F","0","no","107","0","54500","DD 10551 // MATERIAL YA ENTREGADO ///","","0","10","no","0","DD 10551 // MATERIAL YA ENTREGADO ///","no","no","0","",""
"RAGA820","28/11/18","200","yes","172.41","0","0","0","16","0","0","756038","00003779","ZI017364","F","0","no","152","0","37299","","","0","10","no","0","","no","no","0","",""
"MRS2157","28/11/18","1300","yes","1120.69","0","0","0","16","0","0","756326","00003780","ZI013775","F","0","no","107","0","48611","enviar a obra: en calle San Agustin // recibe: Trabajdores //","","0","10","no","0","enviar a obra: en calle San Agustin // recibe: Trabajdores //","no","no","0","",""
"RAGA820","28/11/18","13900","yes","11982.76","0","0","0","16","0","0","756385","00003781","ZI016648","F","0","no","152","0","50547","enviar a los materiales// en calle a prolongacion 802 // recibe: Azucena Rangel //","","0","10","no","0","enviar a los materiales// en calle a prolongacion 802 // recibe: Azucena Rangel //","no","no","0","",""
"MRS2043","29/11/18","3200","yes","2758.62","0","0","0","16","0","0","756967","00003782","ZI017368","F","0","no","","0","30228","","","0","10","no","0","","no","no","0","",""
"VACR83","29/11/18","28400","yes","24482.76","0","0","0","16","0","0","757063","00003783","ZI017396","F","0","no","152","0","33636","ENVIAR A LA HIERBA NUEVO LEON // RECIBE:SR. INES HERNANDEZ //","","0","10","no","0","ENVIAR A LA HIERBA NUEVO LEON // RECIBE:SR. INES HERNANDEZ //","no","no","0","",""
"VACR83","29/11/18","14200","yes","12241.38","0","0","0","16","0","0","757067","00003784","ZI017396","F","0","no","152","0","33698","ENVIAR A LOS MATERIALES (BLOCKERA ) // RECIBE: TRABAJADORES //","","0","10","no","0","ENVIAR A LOS MATERIALES (BLOCKERA ) // RECIBE: TRABAJADORES //","no","no","0","",""
"MRS2157","30/11/18","11965","yes","10314.66","0","0","0","16","0","0","758679","00003785","ZI013775","F","0","no","107","0","48371","ENVIAR A: A CALLE SAN AGUSTIN /","","0","10","no","0","ENVIAR A: A CALLE SAN AGUSTIN /","no","no","0","",""
"RAGA820","30/11/18","6900","yes","5948.28","0","0","0","16","0","0","758706","00003786","ZI017364","F","0","no","152","0","49044","enviar a materiales en prolongacion // recibe: Azucena Rangel //","","0","10","no","0","enviar a materiales en prolongacion // recibe: Azucena Rangel //","no","no","0","",""
"MARG73","03/12/18","11000","yes","9482.76","0","0","0","16","0","0","759828","00003787","ZI016879","F","0","no","107","0","42192","vale: N. 100 // recogenn 50 pz en zona industrial (sr. Juan Antonio Rdz.) // enviar el restante a ferreteria prologacion matamoros //","","0","10","no","0","vale: N. 100 // recogenn 50 pz en zona industrial (sr. Juan Antonio Rdz.) // enviar el restante a ferreteria prologacion matamoros //","no","no","0","",""
"VOS16","03/12/18","819","yes","706.03","0","0","0","16","0","0","760162","00003788","ZI017462","F","0","no","107","0","50085","RECIBE: EN ZONA INDUSTRIAL //","","0","10","no","0","RECIBE: EN ZONA INDUSTRIAL //","no","no","0","",""
"VOS16","03/12/18","8902","yes","7674.14","0","0","0","16","0","0","760458","00003789","ZI017462","F","0","no","107","0","59872","RECIBE EN ZONA INDUSTRIAL //","","0","10","no","0","RECIBE EN ZONA INDUSTRIAL //","no","no","0","",""
"VOS16","03/12/18","167","yes","143.97","0","0","0","16","0","0","760545","00003790","ZI017462","F","0","no","107","0","61184","","","0","10","no","0","","no","no","0","",""
"MRS2043","04/12/18","11053.3","yes","9528.71","0","0","0","16","0","0","761451","00003791","ZI017485","F","0","no","107","0","58249","ENVIAR A: EL ABREVADERO // RECIBE: TRABAJADORES // TEL: 488 110 5137 //","","0","10","no","0","ENVIAR A: EL ABREVADERO // RECIBE: TRABAJADORES // TEL: 488 110 5137 //","no","no","0","",""
"RAGA820","05/12/18","6900","yes","5948.28","0","0","0","16","0","0","761719","00003792","ZI017364","F","0","no","152","0","33778","pasara a recoger en zona industrial //","","0","10","no","0","pasara a recoger en zona industrial //","no","no","0","",""
"RAGA820","05/12/18","13800","yes","11896.55","0","0","0","16","0","0","761723","00003793","ZI017364","F","0","no","152","0","33887","enviar a los materiales // recibe: Azucena Rangel //","","0","10","no","0","enviar a los materiales // recibe: Azucena Rangel //","no","no","0","",""
"MRS2157","05/12/18","5600","yes","4827.59","0","0","0","16","0","0","762207","00003794","ZI013775","F","0","no","107","0","49167","ENVIAR A : OBRA EN CALLE SAN AGUSTIN // RECIBE: TRABAJADORES //","","0","10","no","0","ENVIAR A : OBRA EN CALLE SAN AGUSTIN // RECIBE: TRABAJADORES //","no","no","0","",""
"MRS2043","06/12/18","6900","yes","5948.28","0","0","0","16","0","0","762628","00003795","ZI017485","F","0","no","","0","38347","ENVIAR AL ABREVADERO RECIBEN LOS TRABAJADORES TEL 488 110 51 37","","0","10","no","0","ENVIAR AL ABREVADERO RECIBEN LOS TRABAJADORES TEL 488 110 51 37","no","no","0","",""
"MRS2157","07/12/18","5600","yes","4827.59","0","0","0","16","0","0","763617","00003796","ZI013775","F","0","no","107","0","41522","enviar a Obra en calle San Agustin // recibe: trabajdores //","","0","10","no","0","enviar a Obra en calle San Agustin // recibe: trabajdores //","no","no","0","",""
"MRS2157","07/12/18","1570","yes","1353.45","0","0","0","16","0","0","763621","00003797","ZI013775","F","0","no","107","0","41867","enviar a obra en calle san Agustin //","","0","10","no","0","enviar a obra en calle san Agustin //","no","no","0","",""
"MARG73","07/12/18","11180","yes","9637.93","0","0","0","16","0","0","763656","00003798","ZI016879","F","0","no","","0","44246","MISMA DIRECCION","","0","10","no","0","MISMA DIRECCION","no","no","0","",""
"MRS2157","07/12/18","1570","no","1353.45","0","0","0","16","0","0","764105","00003799","ZI013775","F","0","no","107","0","60518","PASARAN A RECOGER EN ZONA INDUSTRIAL //","","0","10","no","0","PASARAN A RECOGER EN ZONA INDUSTRIAL //","no","no","0","",""
"RAGA820","10/12/18","13800","yes","11896.55","0","0","0","16","0","0","764385","00003800","ZI017364","F","0","no","152","0","35196","ENVIAR A LOS MATERIALES EN PROLONGACION //","","0","10","no","0","ENVIAR A LOS MATERIALES EN PROLONGACION //","no","no","0","",""
"MRS2043","10/12/18","12380","yes","10672.41","0","0","0","16","0","0","764550","00003801","ZI017324","F","0","no","107","0","42346","ENVIAR A: CALLE QUERETARO # 404 COL .REPUBLICA ENTRE CAOHUILA Y SAN LUIS // RECIBE: LAZARO RDZ // TEL: 488132 77 71//","","0","10","no","0","ENVIAR A: CALLE QUERETARO # 404 COL .REPUBLICA ENTRE CAOHUILA Y SAN LUIS // RECIBE: LAZARO RDZ // TEL: 488132 77 71//","no","no","0","",""
"MARG73","12/12/18","14250","yes","12284.48","0","0","0","16","0","0","766570","00003802","ZI016879","F","0","no","107","0","32471","vale a 102 // enviar a: L A PROLONGACION MATANOROS ESQ. CALLE MEXICO EN COL. REPUBLICA  // recibe: trabajdores //","","0","10","no","0","vale a 102 // enviar a: L A PROLONGACION MATANOROS ESQ. CALLE MEXICO EN COL. REPUBLICA  // recibe: trabajdores //","no","no","0","",""
"MARG73","12/12/18","5280","yes","4551.72","0","0","0","16","0","0","765165","00003803","ZI016879","F","0","no","107","0","33736","vale: a 102 // enviar a: L A PROLONGACION MATANOROS ESQ. CALLE MEXICO EN COL. REPUBLICA  // recibe: trabajadores //","","0","10","no","0","vale: a 102 // enviar a: L A PROLONGACION MATANOROS ESQ. CALLE MEXICO EN COL. REPUBLICA  // recibe: trabajadores //","no","no","0","",""
"MRS2043","12/12/18","35000","yes","30172.41","0","0","0","16","0","0","769494","00003804","ZI017601","F","0","no","","0","36356","ENVIAR A CEDRAL -- ESCOBEDO 12 COL CENTRO ENTRE BOLIVAR Y XICOTENCALT CON EL SR MARCOS ELEAZAR GARCIA MOLINA TEL 488 127 23 80-- 488 112 45 70","","0","10","no","0","ENVIAR A CEDRAL -- ESCOBEDO 12 COL CENTRO ENTRE BOLIVAR Y XICOTENCALT CON EL SR MARCOS ELEAZAR GARCIA MOLINA TEL 488 127 23 80-- 488 112 45 70","no","no","0","",""
"MRS2157","12/12/18","2380","yes","2051.72","0","0","0","16","0","0","769569","00003805","ZI013777","F","0","no","107","0","39335","sustituye factura: zi017596// enviar a: obra en calle san agustin //","","0","10","no","0","sustituye factura: zi017596// enviar a: obra en calle san agustin //","no","no","0","",""
"RODH66","12/12/18","2732.08","yes","2355.24","0","0","0","16","0","0","769825","00003806","ZI011123","F","0","no","107","0","50056","VALE: 470 // OBRA: ANEXO - INSTALACION DE BARANDAL SUPERIOR P/ SILO CEMENTO //","","0","10","no","0","VALE: 470 // OBRA: ANEXO - INSTALACION DE BARANDAL SUPERIOR P/ SILO CEMENTO //","no","no","0","",""
"MARG73","12/12/18","10410","yes","8974.14","0","0","0","16","0","0","769837","00003807","ZI016879","F","0","no","","0","51433","VALE 102","","0","10","no","0","VALE 102","no","no","0","",""
"MRS2157","13/12/18","5600","yes","4827.59","0","0","0","16","0","0","754646","00003808","ZI013775","F","0","no","107","0","32032","enviar a obra en calle san agustin //","","0","10","no","0","enviar a obra en calle san agustin //","no","no","0","",""
"MRSZI013","13/12/18","16450","yes","14181.03","0","0","0","16","0","0","770699","00003809","ZI016187","F","0","no","","0","60632","misma direccion de la factura 17635","","0","10","no","0","misma direccion de la factura 17635","no","no","0","",""
"MRS2157","14/12/18","1300","yes","1120.69","0","0","0","16","0","0","768587","00003810","ZI013775","F","0","no","107","0","36515","enviar a calle sn agustin // recibe: trabajadores //","","0","10","no","0","enviar a calle sn agustin // recibe: trabajadores //","no","no","0","",""
"MRS2043","14/12/18","13418.12","yes","11567.34","0","0","0","16","0","0","768591","00003811","ZI017633","F","0","no","107","0","39811","Cedral -- HIDALGO 514 COL CENTRO CASI ESQ FLORES MAGON CON EL SR EDMUNDO CHAVEZ JUAREZ TEL 488 103 66 61 //","","0","10","no","0","Cedral -- HIDALGO 514 COL CENTRO CASI ESQ FLORES MAGON CON EL SR EDMUNDO CHAVEZ JUAREZ TEL 488 103 66 61 //","no","no","0","",""
"RODH66","14/12/18","100.8","yes","86.9","0","0","0","16","0","0","770955","00003812","ZI008924","F","0","no","107","0","43777","VALE: 487 // OBRA: MANTENIMIENTO ELECTRICO (INCIDENTE LONAS) //","","0","10","no","0","VALE: 487 // OBRA: MANTENIMIENTO ELECTRICO (INCIDENTE LONAS) //","no","no","0","",""
"RAGA820","14/12/18","13800","yes","11896.55","0","0","0","16","0","0","771092","00003813","ZI017364","F","0","no","152","0","51829","ENVIAR A LOS MATERIALES EN PROLONGACION // RECIBE: AZUCENA RANGEL //","","0","10","no","0","ENVIAR A LOS MATERIALES EN PROLONGACION // RECIBE: AZUCENA RANGEL //","no","no","0","",""
"MRS2157","17/12/18","12450","yes","10732.76","0","0","0","16","0","0","772070","00003814","ZI013775","F","0","no","107","0","41805","ENVIAR A OBRA EN CALLE SAN AGUSTIN // RECIBE: TRABAJADORES //","","0","10","no","0","ENVIAR A OBRA EN CALLE SAN AGUSTIN // RECIBE: TRABAJADORES //","no","no","0","",""
"MRS2157","19/12/18","1325","yes","1142.24","0","0","0","16","0","0","774321","00003815","ZI013775","F","0","no","107","0","45323","ENVIAR A OBRA EN  CALLE SAN AGUSTIN //","","0","10","no","0","ENVIAR A OBRA EN  CALLE SAN AGUSTIN //","no","no","0","",""
"TRO97","19/12/18","4033.54","yes","3477.19","0","0","0","16","0","0","774577","00003816","ZI017674","F","0","no","107","0","56410","se entregara en sucursal San Luis el sr. Jose Gomez Jimenez // tel: 4442661785 //","","0","10","no","0","se entregara en sucursal San Luis el sr. Jose Gomez Jimenez // tel: 4442661785 //","no","no","0","",""
"RODH66","20/12/18","1103.4","yes","951.21","0","0","0","16","0","0","774935","00003817","ZI008924","F","0","no","107","0","35692","VALE: 0510 // OBRA: CONTENEDOR DE BASURA //","","0","10","no","0","VALE: 0510 // OBRA: CONTENEDOR DE BASURA //","no","no","0","",""
"MRS2897","20/12/18","530","no","456.9","0","0","0","16","0","0","775060","00003818","ZI016464","F","0","no","107","0","38123","recibe en zona industrial //","","0","10","no","0","recibe en zona industrial //","no","no","0","",""
"RODH66","20/12/18","762","yes","656.9","0","0","0","16","0","0","775235","00003819","ZI008924","F","0","no","107","0","47126","VALE: 0511 // OBRA: ANEXO FABRICA DE HIELO - BANQUETA // RECIBE: SR. JOSE LUIS //","","0","10","no","0","VALE: 0511 // OBRA: ANEXO FABRICA DE HIELO - BANQUETA // RECIBE: SR. JOSE LUIS //","no","no","0","",""
"MRS2897","20/12/18","180","yes","155.17","0","0","0","16","0","0","775275","00003820","ZI016464","F","0","no","107","0","50496","SUSTITUYE NS 3818/ //","","0","10","no","0","SUSTITUYE NS 3818/ //","no","no","0","",""
"SATN78","20/12/18","27400","yes","23620.69","0","0","0","16","0","0","775281","00003821","ZI017612","F","0","no","107","0","51903","ENVIAR A LOS MATERIALES // RECIBE: MANUEL LARA //","","0","10","no","0","ENVIAR A LOS MATERIALES // RECIBE: MANUEL LARA //","no","no","0","",""
"SATN78","20/12/18","54800","yes","47241.38","0","0","0","16","0","0","775285","00003822","ZI017612","F","0","no","107","0","51957","ENVIAR A LOS MATERIALES // RECIBE: MANUEL LARA //","","0","10","no","0","ENVIAR A LOS MATERIALES // RECIBE: MANUEL LARA //","no","no","0","",""
"RODH66","20/12/18","127","yes","109.48","0","0","0","16","0","0","775323","00003823","ZI008924","F","0","no","107","0","55060","VALE: 511 // ADICIONAL // OBRA: BANQUETA DEL HIELO // RECIBE: SR. JOSE LUIS //","","0","10","no","0","VALE: 511 // ADICIONAL // OBRA: BANQUETA DEL HIELO // RECIBE: SR. JOSE LUIS //","no","no","0","",""
